# file...... iec_log_sweep_out.csv
# date...... Mon Apr 21 03:01:58 2014
# user...... noah
# host...... (null)
# target.... windclass 4
# trigger... (none)
# interval.. 60
# limit..... 20000
# timestamp,power_out
2013-04-01 01:01:00 UTC,+0
2013-04-01 01:02:00 UTC,+0
2013-04-01 01:03:00 UTC,+0
2013-04-01 01:04:00 UTC,+0
2013-04-01 01:05:00 UTC,+0
2013-04-01 01:06:00 UTC,+0
2013-04-01 01:07:00 UTC,+0
2013-04-01 01:08:00 UTC,+0
2013-04-01 01:09:00 UTC,+0
2013-04-01 01:10:00 UTC,+0
2013-04-01 01:11:00 UTC,+0
2013-04-01 01:12:00 UTC,+0
2013-04-01 01:13:00 UTC,+0
2013-04-01 01:14:00 UTC,+0
2013-04-01 01:15:00 UTC,+0
2013-04-01 01:16:00 UTC,+0.00221708725824
2013-04-01 01:17:00 UTC,+0.00266624771378
2013-04-01 01:18:00 UTC,+0.00335698245056
2013-04-01 01:19:00 UTC,+0.00406839679078
2013-04-01 01:20:00 UTC,+0.00480081382507
2013-04-01 01:21:00 UTC,+0.00555455719316
2013-04-01 01:22:00 UTC,+0.00606906080297
2013-04-01 01:23:00 UTC,+0.00685906873076
2013-04-01 01:24:00 UTC,+0.00767126866684
2013-04-01 01:25:00 UTC,+0.00850598620963
2013-04-01 01:26:00 UTC,+0.00907513537794
2013-04-01 01:27:00 UTC,+0.00994810722714
2013-04-01 01:28:00 UTC,+0.0108444674722
2013-04-01 01:29:00 UTC,+0.0117645435905
2013-04-01 01:30:00 UTC,+0.0127086635584
2013-04-01 01:31:00 UTC,+0.0133515967523
2013-04-01 01:32:00 UTC,+0.0143365199799
2013-04-01 01:33:00 UTC,+0.0153463640631
2013-04-01 01:34:00 UTC,+0.0163814587652
2013-04-01 01:35:00 UTC,+0.0170857130829
2013-04-01 01:36:00 UTC,+0.0181636262463
2013-04-01 01:37:00 UTC,+0.0192676717092
2013-04-01 01:38:00 UTC,+0.0203981809552
2013-04-01 01:39:00 UTC,+0.0215554859267
2013-04-01 01:40:00 UTC,+0.0223420732161
2013-04-01 01:41:00 UTC,+0.0235447766103
2013-04-01 01:42:00 UTC,+0.0247751631169
2013-04-01 01:43:00 UTC,+0.0260335663217
2013-04-01 01:44:00 UTC,+0.0268882315563
2013-04-01 01:45:00 UTC,+0.028194071749
2013-04-01 01:46:00 UTC,+0.0295288203345
2013-04-01 01:47:00 UTC,+0.0308928124868
2013-04-01 01:48:00 UTC,+0.0322863838036
2013-04-01 01:49:00 UTC,+0.0332320301349
2013-04-01 01:50:00 UTC,+0.0346756469713
2013-04-01 01:51:00 UTC,+0.0361497399435
2013-04-01 01:52:00 UTC,+0.0376546461716
2013-04-01 01:53:00 UTC,+0.0386752021292
2013-04-01 01:54:00 UTC,+0.0402322140431
2013-04-01 01:55:00 UTC,+0.0418209401794
2013-04-01 01:56:00 UTC,+0.0434417191328
2013-04-01 01:57:00 UTC,+0.0450948898923
2013-04-01 01:58:00 UTC,+0.0462151667588
2013-04-01 01:59:00 UTC,+0.0479230782307
2013-04-01 02:00:00 UTC,+0.0496642873812
2013-04-01 02:01:00 UTC,+0.0514391346166
2013-04-01 02:02:00 UTC,+0.0526412222054
2013-04-01 02:03:00 UTC,+0.0544728904022
2013-04-01 02:04:00 UTC,+0.0563391062787
2013-04-01 02:05:00 UTC,+0.0582402116158
2013-04-01 02:06:00 UTC,+0.0601765485623
2013-04-01 02:07:00 UTC,+0.0614871821037
2013-04-01 02:08:00 UTC,+0.0634829997189
2013-04-01 02:09:00 UTC,+0.0655149631149
2013-04-01 02:10:00 UTC,+0.0675834157631
2013-04-01 02:11:00 UTC,+0.0689828257778
2013-04-01 02:12:00 UTC,+0.0711128580757
2013-04-01 02:13:00 UTC,+0.0732802972711
2013-04-01 02:14:00 UTC,+0.0754854881181
2013-04-01 02:15:00 UTC,+0.0777287757137
2013-04-01 02:16:00 UTC,+0.0792456362101
2013-04-01 02:17:00 UTC,+0.081553186191
2013-04-01 02:18:00 UTC,+0.0838997548333
2013-04-01 02:19:00 UTC,+0.0862856884658
2013-04-01 02:20:00 UTC,+0.0878983515022
2013-04-01 02:21:00 UTC,+0.0903506639635
2013-04-01 02:22:00 UTC,+0.0928432665586
2013-04-01 02:23:00 UTC,+0.0953765068071
2013-04-01 02:24:00 UTC,+0.0979507325461
2013-04-01 02:25:00 UTC,+0.0996898246694
2013-04-01 02:26:00 UTC,+0.102333133382
2013-04-01 02:27:00 UTC,+0.105018356677
2013-04-01 02:28:00 UTC,+0.107745843527
2013-04-01 02:29:00 UTC,+0.109587820315
2013-04-01 02:30:00 UTC,+0.112386522733
2013-04-01 02:31:00 UTC,+0.115228420761
2013-04-01 02:32:00 UTC,+0.118113864458
2013-04-01 02:33:00 UTC,+0.12104320417
2013-04-01 02:34:00 UTC,+0.123020657125
2013-04-01 02:35:00 UTC,+0.126023936174
2013-04-01 02:36:00 UTC,+0.129072046865
2013-04-01 02:37:00 UTC,+0.132165340558
2013-04-01 02:38:00 UTC,+0.134252811654
2013-04-01 02:39:00 UTC,+0.137422191874
2013-04-01 02:40:00 UTC,+0.140637693346
2013-04-01 02:41:00 UTC,+0.143899668379
2013-04-01 02:42:00 UTC,+0.147208469529
2013-04-01 02:43:00 UTC,+0.149440525681
2013-04-01 02:44:00 UTC,+0.152828154462
2013-04-01 02:45:00 UTC,+0.156263550659
2013-04-01 02:46:00 UTC,+0.159747067671
2013-04-01 02:47:00 UTC,+0.162096320747
2013-04-01 02:48:00 UTC,+0.165660825026
2013-04-01 02:49:00 UTC,+0.169274393539
2013-04-01 02:50:00 UTC,+0.172937380424
2013-04-01 02:51:00 UTC,+0.176650140004
2013-04-01 02:52:00 UTC,+0.179153139604
2013-04-01 02:53:00 UTC,+0.18294964151
2013-04-01 02:54:00 UTC,+0.186796861768
2013-04-01 02:55:00 UTC,+0.190695155271
2013-04-01 02:56:00 UTC,+0.193322566942
2013-04-01 02:57:00 UTC,+0.197306771504
2013-04-01 02:58:00 UTC,+0.201342996271
2013-04-01 02:59:00 UTC,+0.205431596532
2013-04-01 03:00:00 UTC,+0.20957292765
2013-04-01 03:01:00 UTC,+0.212363285495
2013-04-01 03:02:00 UTC,+0.216593291209
2013-04-01 03:03:00 UTC,+0.220876975633
2013-04-01 03:04:00 UTC,+0.225214694239
2013-04-01 03:05:00 UTC,+0.228136701168
2013-04-01 03:06:00 UTC,+0.232565266623
2013-04-01 03:07:00 UTC,+0.237048814035
2013-04-01 03:08:00 UTC,+0.241587698691
2013-04-01 03:09:00 UTC,+0.246182275767
2013-04-01 03:10:00 UTC,+0.249276442717
2013-04-01 03:11:00 UTC,+0.253964629376
2013-04-01 03:12:00 UTC,+0.258709454816
2013-04-01 03:13:00 UTC,+0.263511273536
2013-04-01 03:14:00 UTC,+0.26674432389
2013-04-01 03:15:00 UTC,+0.27164191844
2013-04-01 03:16:00 UTC,+0.276597450185
2013-04-01 03:17:00 UTC,+0.281611272439
2013-04-01 03:18:00 UTC,+0.286683738094
2013-04-01 03:19:00 UTC,+0.290098135584
2013-04-01 03:20:00 UTC,+0.29526912312
2013-04-01 03:21:00 UTC,+0.300499692618
2013-04-01 03:22:00 UTC,+0.305790194947
2013-04-01 03:23:00 UTC,+0.309350665474
2013-04-01 03:24:00 UTC,+0.314741833658
2013-04-01 03:25:00 UTC,+0.320193866763
2013-04-01 03:26:00 UTC,+0.325707112785
2013-04-01 03:27:00 UTC,+0.331281918761
2013-04-01 03:28:00 UTC,+0.33503282696
2013-04-01 03:29:00 UTC,+0.340711001179
2013-04-01 03:30:00 UTC,+0.346451655439
2013-04-01 03:31:00 UTC,+0.352255132498
2013-04-01 03:32:00 UTC,+0.356159187394
2013-04-01 03:33:00 UTC,+0.362068126957
2013-04-01 03:34:00 UTC,+0.3680407962
2013-04-01 03:35:00 UTC,+0.374077532187
2013-04-01 03:36:00 UTC,+0.380178670144
2013-04-01 03:37:00 UTC,+0.384282038971
2013-04-01 03:38:00 UTC,+0.390491253042
2013-04-01 03:39:00 UTC,+0.396765752932
2013-04-01 03:40:00 UTC,+0.403105865866
2013-04-01 03:41:00 UTC,+0.407369219952
2013-04-01 03:42:00 UTC,+0.413819408088
2013-04-01 03:43:00 UTC,+0.420336068854
2013-04-01 03:44:00 UTC,+0.426919519172
2013-04-01 03:45:00 UTC,+0.433570072692
2013-04-01 03:46:00 UTC,+0.438041207906
2013-04-01 03:47:00 UTC,+0.444804287485
2013-04-01 03:48:00 UTC,+0.451635288918
2013-04-01 03:49:00 UTC,+0.458534511846
2013-04-01 03:50:00 UTC,+0.463172040606
2013-04-01 03:51:00 UTC,+0.47018561975
2013-04-01 03:52:00 UTC,+0.47726819702
2013-04-01 03:53:00 UTC,+0.484420054393
2013-04-01 03:54:00 UTC,+0.491641468293
2013-04-01 03:55:00 UTC,+0.496494520587
2013-04-01 03:56:00 UTC,+0.503832460116
2013-04-01 03:57:00 UTC,+0.511240663451
2013-04-01 03:58:00 UTC,+0.518719383535
2013-04-01 03:59:00 UTC,+0.523744494494
2013-04-01 04:00:00 UTC,+0.531341284443
2013-04-01 04:01:00 UTC,+0.539009228543
2013-04-01 04:02:00 UTC,+0.546748550587
2013-04-01 04:03:00 UTC,+0.554559465287
2013-04-01 04:04:00 UTC,+0.559806617147
2013-04-01 04:05:00 UTC,+0.567737303721
2013-04-01 04:06:00 UTC,+0.575740106999
2013-04-01 04:07:00 UTC,+0.583815203648
2013-04-01 04:08:00 UTC,+0.58923884632
2013-04-01 04:09:00 UTC,+0.597434792174
2013-04-01 04:10:00 UTC,+0.605703443022
2013-04-01 04:11:00 UTC,+0.614044928943
2013-04-01 04:12:00 UTC,+0.622459365625
2013-04-01 04:13:00 UTC,+0.628109568563
2013-04-01 04:14:00 UTC,+0.636645805335
2013-04-01 04:15:00 UTC,+0.645255224914
2013-04-01 04:16:00 UTC,+0.653937883211
2013-04-01 04:17:00 UTC,+0.659767029573
2013-04-01 04:18:00 UTC,+0.668571826298
2013-04-01 04:19:00 UTC,+0.677449918349
2013-04-01 04:20:00 UTC,+0.686401289424
2013-04-01 04:21:00 UTC,+0.695425901101
2013-04-01 04:22:00 UTC,+0.701482968648
2013-04-01 04:23:00 UTC,+0.710629498964
2013-04-01 04:24:00 UTC,+0.719849050622
2013-04-01 04:25:00 UTC,+0.729141494167
2013-04-01 04:26:00 UTC,+0.73537687558
2013-04-01 04:27:00 UTC,+0.744790441989
2013-04-01 04:28:00 UTC,+0.754276415817
2013-04-01 04:29:00 UTC,+0.763834559242
2013-04-01 04:30:00 UTC,+0.773464601564
2013-04-01 04:31:00 UTC,+0.779924424413
2013-04-01 04:32:00 UTC,+0.789673602572
2013-04-01 04:33:00 UTC,+0.799493785373
2013-04-01 04:34:00 UTC,+0.809384568251
2013-04-01 04:35:00 UTC,+0.816017427764
2013-04-01 04:36:00 UTC,+0.826024867996
2013-04-01 04:37:00 UTC,+0.836101627407
2013-04-01 04:38:00 UTC,+0.846247144824
2013-04-01 04:39:00 UTC,+0.856460812122
2013-04-01 04:40:00 UTC,+0.863307462333
2013-04-01 04:41:00 UTC,+0.87363322781
2013-04-01 04:42:00 UTC,+0.88402527738
2013-04-01 04:43:00 UTC,+0.894482814218
2013-04-01 04:44:00 UTC,+0.90149046842
2013-04-01 04:45:00 UTC,+0.91205522661
2013-04-01 04:46:00 UTC,+0.922683067216
2013-04-01 04:47:00 UTC,+0.933372977513
2013-04-01 04:48:00 UTC,+0.944123881027
2013-04-01 04:49:00 UTC,+0.951324473811
2013-04-01 04:50:00 UTC,+0.96217446067
2013-04-01 04:51:00 UTC,+0.973082242411
2013-04-01 04:52:00 UTC,+0.984046490758
2013-04-01 04:53:00 UTC,+0.991386670818
2013-04-01 04:54:00 UTC,+1.00244187774
2013-04-01 04:55:00 UTC,+1.01354964405
2013-04-01 04:56:00 UTC,+1.02470836186
2013-04-01 04:57:00 UTC,+1.03591634243
2013-04-01 04:58:00 UTC,+1.04341482634
2013-04-01 04:59:00 UTC,+1.05470093328
2013-04-01 05:00:00 UTC,+1.06603139052
2013-04-01 05:01:00 UTC,+1.07740419758
2013-04-01 05:02:00 UTC,+1.08500856863
2013-04-01 05:03:00 UTC,+1.09644727165
2013-04-01 05:04:00 UTC,+1.10792255245
2013-04-01 05:05:00 UTC,+1.11943207892
2013-04-01 05:06:00 UTC,+1.13097342593
2013-04-01 05:07:00 UTC,+1.13868409532
2013-04-01 05:08:00 UTC,+1.15027283249
2013-04-01 05:09:00 UTC,+1.16188646346
2013-04-01 05:10:00 UTC,+1.17352221729
2013-04-01 05:11:00 UTC,+1.1812902658
2013-04-01 05:12:00 UTC,+1.19295647665
2013-04-01 05:13:00 UTC,+1.20463695982
2013-04-01 05:14:00 UTC,+1.2163286001
2013-04-01 05:15:00 UTC,+1.22802819045
2013-04-01 05:16:00 UTC,+1.23583070942
2013-04-01 05:17:00 UTC,+1.2475361788
2013-04-01 05:18:00 UTC,+1.25924061005
2013-04-01 05:19:00 UTC,+1.2709404752
2013-04-01 05:20:00 UTC,+1.27873606933
2013-04-01 05:21:00 UTC,+1.29042026415
2013-04-01 05:22:00 UTC,+1.3020900949
2013-04-01 05:23:00 UTC,+1.31374175134
2013-04-01 05:24:00 UTC,+1.32537135549
2013-04-01 05:25:00 UTC,+1.33311022999
2013-04-01 05:26:00 UTC,+1.34469429413
2013-04-01 05:27:00 UTC,+1.35624567146
2013-04-01 05:28:00 UTC,+1.36776027982
2013-04-01 05:29:00 UTC,+1.37541422314
2013-04-01 05:30:00 UTC,+1.38685836768
2013-04-01 05:31:00 UTC,+1.39825467107
2013-04-01 05:32:00 UTC,+1.40959893126
2013-04-01 05:33:00 UTC,+1.42088693064
2013-04-01 05:34:00 UTC,+1.42837892109
2013-04-01 05:35:00 UTC,+1.43956376305
2013-04-01 05:36:00 UTC,+1.45068108262
2013-04-01 05:37:00 UTC,+1.46172667544
2013-04-01 05:38:00 UTC,+1.46904849013
2013-04-01 05:39:00 UTC,+1.4799652645
2013-04-01 05:40:00 UTC,+1.49079924227
2013-04-01 05:41:00 UTC,+1.50154635158
2013-04-01 05:42:00 UTC,+1.51220257832
2013-04-01 05:43:00 UTC,+1.51925428695
2013-04-01 05:44:00 UTC,+1.52975030879
2013-04-01 05:45:00 UTC,+1.54014509674
2013-04-01 05:46:00 UTC,+1.55043492766
2013-04-01 05:47:00 UTC,+1.55723471212
2013-04-01 05:48:00 UTC,+1.56734161788
2013-04-01 05:49:00 UTC,+1.57733415295
2013-04-01 05:50:00 UTC,+1.5872090043
2013-04-01 05:51:00 UTC,+1.59696298967
2013-04-01 05:52:00 UTC,+1.60339698967
2013-04-01 05:53:00 UTC,+1.61294283858
2013-04-01 05:54:00 UTC,+1.62236002977
2013-04-01 05:55:00 UTC,+1.63164592032
2013-04-01 05:56:00 UTC,+1.63776233684
2013-04-01 05:57:00 UTC,+1.64682395968
2013-04-01 05:58:00 UTC,+1.65574803497
2013-04-01 05:59:00 UTC,+1.66453253313
2013-04-01 06:00:00 UTC,+1.67317560079
2013-04-01 06:01:00 UTC,+1.67885823903
2013-04-01 06:02:00 UTC,+1.68726195716
2013-04-01 06:03:00 UTC,+1.69552018164
2013-04-01 06:04:00 UTC,+1.70363172237
2013-04-01 06:05:00 UTC,+1.70895742017
2013-04-01 06:06:00 UTC,+1.71682233904
2013-04-01 06:07:00 UTC,+1.72453829154
2013-04-01 06:08:00 UTC,+1.7321047528
2013-04-01 06:09:00 UTC,+1.7395213755
2013-04-01 06:10:00 UTC,+1.74438245471
2013-04-01 06:11:00 UTC,+1.75154904795
2013-04-01 06:12:00 UTC,+1.75856572169
2013-04-01 06:13:00 UTC,+1.7654327518
2013-04-01 06:14:00 UTC,+1.76992784535
2013-04-01 06:15:00 UTC,+1.77654651487
2013-04-01 06:16:00 UTC,+1.78301704498
2013-04-01 06:17:00 UTC,+1.78934027262
2013-04-01 06:18:00 UTC,+1.79551717442
2013-04-01 06:19:00 UTC,+1.79955435969
2013-04-01 06:20:00 UTC,+1.80548991477
2013-04-01 06:21:00 UTC,+1.81128238282
2013-04-01 06:22:00 UTC,+1.81693319729
2013-04-01 06:23:00 UTC,+1.82062246785
2013-04-01 06:24:00 UTC,+1.82604067074
2013-04-01 06:25:00 UTC,+1.83132155526
2013-04-01 06:26:00 UTC,+1.83646691932
2013-04-01 06:27:00 UTC,+1.8414786438
2013-04-01 06:28:00 UTC,+1.84474651268
2013-04-01 06:29:00 UTC,+1.84953988756
2013-04-01 06:30:00 UTC,+1.85420499146
2013-04-01 06:31:00 UTC,+1.85874395056
2013-04-01 06:32:00 UTC,+1.86170091625
2013-04-01 06:33:00 UTC,+1.86603449537
2013-04-01 06:34:00 UTC,+1.87024783318
2013-04-01 06:35:00 UTC,+1.87434321339
2013-04-01 06:36:00 UTC,+1.8783229486
2013-04-01 06:37:00 UTC,+1.88091301091
2013-04-01 06:38:00 UTC,+1.88470520436
2013-04-01 06:39:00 UTC,+1.88838801911
2013-04-01 06:40:00 UTC,+1.89196382754
2013-04-01 06:41:00 UTC,+1.89428942571
2013-04-01 06:42:00 UTC,+1.89769217323
2013-04-01 06:43:00 UTC,+1.90099425226
2013-04-01 06:44:00 UTC,+1.90419803172
2013-04-01 06:45:00 UTC,+1.90730587029
2013-04-01 06:46:00 UTC,+1.90932562081
2013-04-01 06:47:00 UTC,+1.91227876052
2013-04-01 06:48:00 UTC,+1.91514217313
2013-04-01 06:49:00 UTC,+1.9179181516
2013-04-01 06:50:00 UTC,+1.91972135071
2013-04-01 06:51:00 UTC,+1.92235663346
2013-04-01 06:52:00 UTC,+1.92491047046
2013-04-01 06:53:00 UTC,+1.92738505374
2013-04-01 06:54:00 UTC,+1.92978254314
2013-04-01 06:55:00 UTC,+1.93133909079
2013-04-01 06:56:00 UTC,+1.93361279753
2013-04-01 06:57:00 UTC,+1.93581500083
2013-04-01 06:58:00 UTC,+1.93794773004
2013-04-01 06:59:00 UTC,+1.93933193768
2013-04-01 07:00:00 UTC,+1.94135328227
2013-04-01 07:01:00 UTC,+1.94331037548
2013-04-01 07:02:00 UTC,+1.94520510299
2013-04-01 07:03:00 UTC,+1.94703931
2013-04-01 07:04:00 UTC,+1.94822938493
2013-04-01 07:05:00 UTC,+1.94996671395
2013-04-01 07:06:00 UTC,+1.95164824295
2013-04-01 07:07:00 UTC,+1.95327566672
2013-04-01 07:08:00 UTC,+1.95433137578
2013-04-01 07:09:00 UTC,+1.95587227884
2013-04-01 07:10:00 UTC,+1.95736339564
2013-04-01 07:11:00 UTC,+1.95880627121
2013-04-01 07:12:00 UTC,+1.96020241033
2013-04-01 07:13:00 UTC,+1.96110793011
2013-04-01 07:14:00 UTC,+1.96242941115
2013-04-01 07:15:00 UTC,+1.96370797501
2013-04-01 07:16:00 UTC,+1.96494498276
2013-04-01 07:17:00 UTC,+1.96574722276
2013-04-01 07:18:00 UTC,+1.96691789198
2013-04-01 07:19:00 UTC,+1.96805045051
2013-04-01 07:20:00 UTC,+1.96914612317
2013-04-01 07:21:00 UTC,+1.9702060991
2013-04-01 07:22:00 UTC,+1.97089348961
2013-04-01 07:23:00 UTC,+1.97189651897
2013-04-01 07:24:00 UTC,+1.97286685372
2013-04-01 07:25:00 UTC,+1.97380555835
2013-04-01 07:26:00 UTC,+1.97441430017
2013-04-01 07:27:00 UTC,+1.975302566
2013-04-01 07:28:00 UTC,+1.97616188438
2013-04-01 07:29:00 UTC,+1.97699320493
2013-04-01 07:30:00 UTC,+1.97779744775
2013-04-01 07:31:00 UTC,+1.97831900771
2013-04-01 07:32:00 UTC,+1.97908008758
2013-04-01 07:33:00 UTC,+1.97981640428
2013-04-01 07:34:00 UTC,+1.98052877578
2013-04-01 07:35:00 UTC,+1.98099077931
2013-04-01 07:36:00 UTC,+1.9816649892
2013-04-01 07:37:00 UTC,+1.98231730929
2013-04-01 07:38:00 UTC,+1.98294846521
2013-04-01 07:39:00 UTC,+1.98355915901
2013-04-01 07:40:00 UTC,+1.98395525668
2013-04-01 07:41:00 UTC,+1.98453334526
2013-04-01 07:42:00 UTC,+1.98509273387
2013-04-01 07:43:00 UTC,+1.98563404392
2013-04-01 07:44:00 UTC,+1.98598517124
2013-04-01 07:45:00 UTC,+1.98649767598
2013-04-01 07:46:00 UTC,+1.98699366086
2013-04-01 07:47:00 UTC,+1.9874736752
2013-04-01 07:48:00 UTC,+1.98793825006
2013-04-01 07:49:00 UTC,+1.98823964336
2013-04-01 07:50:00 UTC,+1.98867961805
2013-04-01 07:51:00 UTC,+1.98910548439
2013-04-01 07:52:00 UTC,+1.98951771121
2013-04-01 07:53:00 UTC,+1.98978517598
2013-04-01 07:54:00 UTC,+1.99017566969
2013-04-01 07:55:00 UTC,+1.99055369863
2013-04-01 07:56:00 UTC,+1.99091967643
2013-04-01 07:57:00 UTC,+1.99127400278
2013-04-01 07:58:00 UTC,+1.99150393858
2013-04-01 07:59:00 UTC,+1.99183969765
2013-04-01 08:00:00 UTC,+1.9921648064
2013-04-01 08:01:00 UTC,+1.99247961726
2013-04-01 08:02:00 UTC,+1.99268393872
2013-04-01 08:03:00 UTC,+1.99298233733
2013-04-01 08:04:00 UTC,+1.99327132059
2013-04-01 08:05:00 UTC,+1.99355119913
2013-04-01 08:06:00 UTC,+1.99382227304
2013-04-01 08:07:00 UTC,+1.99399824112
2013-04-01 08:08:00 UTC,+1.99425528011
2013-04-01 08:09:00 UTC,+1.99450426599
2013-04-01 08:10:00 UTC,+1.99474546326
2013-04-01 08:11:00 UTC,+1.99490206098
2013-04-01 08:12:00 UTC,+1.99513084078
2013-04-01 08:13:00 UTC,+1.99535249429
2013-04-01 08:14:00 UTC,+1.99556725462
2013-04-01 08:15:00 UTC,+1.99577534699
2013-04-01 08:16:00 UTC,+1.99591047858
2013-04-01 08:17:00 UTC,+1.9961079376
2013-04-01 08:18:00 UTC,+1.99629929269
2013-04-01 08:19:00 UTC,+1.9964847424
2013-04-01 08:20:00 UTC,+1.99660518977
2013-04-01 08:21:00 UTC,+1.99678122026
2013-04-01 08:22:00 UTC,+1.99695184265
2013-04-01 08:23:00 UTC,+1.99711723199
2013-04-01 08:24:00 UTC,+1.99727755745
2013-04-01 08:25:00 UTC,+1.99738170877
2013-04-01 08:26:00 UTC,+1.99753395497
2013-04-01 08:27:00 UTC,+1.99768156108
2013-04-01 08:28:00 UTC,+1.99782467632
2013-04-01 08:29:00 UTC,+1.99791766299
2013-04-01 08:30:00 UTC,+1.99805361156
2013-04-01 08:31:00 UTC,+1.99818544319
2013-04-01 08:32:00 UTC,+1.99831328957
2013-04-01 08:33:00 UTC,+1.998437278
2013-04-01 08:34:00 UTC,+1.99851785457
2013-04-01 08:35:00 UTC,+1.99863568446
2013-04-01 08:36:00 UTC,+1.99874997544
2013-04-01 08:37:00 UTC,+1.99886083992
2013-04-01 08:38:00 UTC,+1.99893289976
2013-04-01 08:39:00 UTC,+1.99903829309
2013-04-01 08:40:00 UTC,+1.99914054171
2013-04-01 08:41:00 UTC,+1.99923974494
2013-04-01 08:42:00 UTC,+1.99933599881
2013-04-01 08:43:00 UTC,+1.99939857549
2013-04-01 08:44:00 UTC,+1.99949011853
2013-04-01 08:45:00 UTC,+1.99957895303
2013-04-01 08:46:00 UTC,+1.99966516386
2013-04-01 08:47:00 UTC,+1.99972122082
2013-04-01 08:48:00 UTC,+1.99980324
2013-04-01 08:49:00 UTC,+1.9998828485
2013-04-01 08:50:00 UTC,+1.99996012143
2013-04-01 08:51:00 UTC,+2.00003513143
2013-04-01 08:52:00 UTC,+2.00008391571
2013-04-01 08:53:00 UTC,+2.00015530917
2013-04-01 08:54:00 UTC,+2.00022462202
2013-04-01 08:55:00 UTC,+2.00029191858
2013-04-01 08:56:00 UTC,+2.0003356936
2013-04-01 08:57:00 UTC,+2.00039976694
2013-04-01 08:58:00 UTC,+2.00046198546
2013-04-01 08:59:00 UTC,+2.00052240614
2013-04-01 09:00:00 UTC,+2.00058108413
2013-04-01 09:01:00 UTC,+2.00061926104
2013-04-01 09:02:00 UTC,+2.00067515224
2013-04-01 09:03:00 UTC,+2.00072943923
2013-04-01 09:04:00 UTC,+2.0007821709
2013-04-01 09:05:00 UTC,+2.00081648471
2013-04-01 09:06:00 UTC,+2.00086672859
2013-04-01 09:07:00 UTC,+2.00091553998
2013-04-01 09:08:00 UTC,+2.00096296228
2013-04-01 09:09:00 UTC,+2.00100903747
2013-04-01 09:10:00 UTC,+2.00103902601
2013-04-01 09:11:00 UTC,+2.00108294574
2013-04-01 09:12:00 UTC,+2.00112562393
2013-04-01 09:13:00 UTC,+2.00116709788
2013-04-01 09:14:00 UTC,+2.00119409603
2013-04-01 09:15:00 UTC,+2.0012336426
2013-04-01 09:16:00 UTC,+2.0012720787
2013-04-01 09:17:00 UTC,+2.00130943748
2013-04-01 09:18:00 UTC,+2.00134575105
2013-04-01 09:19:00 UTC,+2.00136939482
2013-04-01 09:20:00 UTC,+2.00140403498
2013-04-01 09:21:00 UTC,+2.00143771067
2013-04-01 09:22:00 UTC,+2.00147045047
2013-04-01 09:23:00 UTC,+2.00149177074
